CL.,OBJECT,OBJECT VALUE,DOC.NUMBER,TABLE NAME,TABLE KEY,FIELD NAME,CHANGE INDICATOR,TEXT FLAG,UNIT,UNIT.1,CUKY,CUKY.1,NEW VALUE,OLD VALUE,DATA AGING FILTER
200,KRED           ,1005307,3217965,LFA1            ,2000001005307,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005307,3217965,LFA1            ,2000001005307,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005307,3217965,LFA1            ,2000001005307,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005295,3217966,LFA1            ,2000001005295,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005295,3217966,LFA1            ,2000001005295,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005295,3217966,LFA1            ,2000001005295,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005295,3217966,LFA1            ,2000001005295,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005274,3217967,LFA1            ,2000001005274,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005274,3217967,LFA1            ,2000001005274,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005274,3217967,LFA1            ,2000001005274,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005274,3217967,LFA1            ,2000001005274,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005264,3217968,LFA1            ,2000001005264,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005264,3217968,LFA1            ,2000001005264,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005264,3217968,LFA1            ,2000001005264,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005264,3217968,LFA1            ,2000001005264,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005203,3217969,LFA1            ,2000001005203,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005203,3217969,LFA1            ,2000001005203,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005203,3217969,LFA1            ,2000001005203,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005203,3217969,LFA1            ,2000001005203,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005188,3217970,LFA1            ,2000001005188,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005188,3217970,LFA1            ,2000001005188,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005188,3217970,LFA1            ,2000001005188,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005188,3217970,LFA1            ,2000001005188,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005322,3217971,LFA1            ,2000001005322,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005322,3217971,LFA1            ,2000001005322,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005322,3217971,LFA1            ,2000001005322,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005322,3217971,LFA1            ,2000001005322,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005317,3217972,LFA1            ,2000001005317,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005317,3217972,LFA1            ,2000001005317,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005317,3217972,LFA1            ,2000001005317,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005317,3217972,LFA1            ,2000001005317,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          URI001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          INT001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          INT001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          INT001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          URI001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_NMBDEFA                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          TEL001AD_NMBDEFA                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          URI001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          INT001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000047754                                     ,3217973,ADRU            ,2000000047754          URI001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_NMBDEFA                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          URI001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_NMBDEFA                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          URI001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          URI001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          URI001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          INT001AD_HOME                               ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          INT001AD_DEFAULT                            ,VALID_FROM         ,E               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          INT001AD_DEFAULT                            ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          INT001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,ADRESSE        ,BP  0000052161                                     ,3217974,ADRU            ,2000000052161          TEL001AD_HOME                               ,KEY                ,I               ,1,    ,    ,    ,    ,                                ,                                 ,                 
200,KRED           ,1005314,3217975,LFA1            ,2000001005314,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005314,3217975,LFA1            ,2000001005314,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005314,3217975,LFA1            ,2000001005314,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005314,3217975,LFA1            ,2000001005314,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005305,3217976,LFA1            ,2000001005305,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005305,3217976,LFA1            ,2000001005305,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005305,3217976,LFA1            ,2000001005305,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005305,3217976,LFA1            ,2000001005305,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005293,3217977,LFA1            ,2000001005293,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005293,3217977,LFA1            ,2000001005293,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005293,3217977,LFA1            ,2000001005293,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005293,3217977,LFA1            ,2000001005293,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005290,3217978,LFA1            ,2000001005290,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005290,3217978,LFA1            ,2000001005290,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005290,3217978,LFA1            ,2000001005290,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005290,3217978,LFA1            ,2000001005290,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005288,3217979,LFA1            ,2000001005288,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005288,3217979,LFA1            ,2000001005288,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005288,3217979,LFA1            ,2000001005288,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005288,3217979,LFA1            ,2000001005288,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005270,3217980,LFA1            ,2000001005270,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005270,3217980,LFA1            ,2000001005270,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005270,3217980,LFA1            ,2000001005270,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005270,3217980,LFA1            ,2000001005270,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005263,3217981,LFA1            ,2000001005263,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005263,3217981,LFA1            ,2000001005263,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005263,3217981,LFA1            ,2000001005263,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005263,3217981,LFA1            ,2000001005263,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005194,3217982,LFA1            ,2000001005194,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005194,3217982,LFA1            ,2000001005194,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005194,3217982,LFA1            ,2000001005194,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005179,3217983,LFA1            ,2000001005179,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005179,3217983,LFA1            ,2000001005179,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005179,3217983,LFA1            ,2000001005179,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005179,3217983,LFA1            ,2000001005179,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005138,3217984,LFA1            ,2000001005138,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005138,3217984,LFA1            ,2000001005138,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005138,3217984,LFA1            ,2000001005138,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005138,3217984,LFA1            ,2000001005138,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005133,3217985,LFA1            ,2000001005133,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005133,3217985,LFA1            ,2000001005133,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005133,3217985,LFA1            ,2000001005133,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005133,3217985,LFA1            ,2000001005133,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005101,3217986,LFA1            ,2000001005101,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005101,3217986,LFA1            ,2000001005101,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005101,3217986,LFA1            ,2000001005101,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005101,3217986,LFA1            ,2000001005101,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005022,3217987,LFA1            ,2000001005022,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005022,3217987,LFA1            ,2000001005022,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005022,3217987,LFA1            ,2000001005022,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005022,3217987,LFA1            ,2000001005022,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004993,3217988,LFA1            ,2000001004993,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004993,3217988,LFA1            ,2000001004993,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004993,3217988,LFA1            ,2000001004993,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004993,3217988,LFA1            ,2000001004993,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004953,3217989,LFA1            ,2000001004953,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004953,3217989,LFA1            ,2000001004953,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004953,3217989,LFA1            ,2000001004953,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004953,3217989,LFA1            ,2000001004953,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004878,3217990,LFA1            ,2000001004878,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004878,3217990,LFA1            ,2000001004878,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004878,3217990,LFA1            ,2000001004878,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004878,3217990,LFA1            ,2000001004878,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005111,3217991,LFA1            ,2000001005111,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005111,3217991,LFA1            ,2000001005111,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005111,3217991,LFA1            ,2000001005111,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005111,3217991,LFA1            ,2000001005111,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005098,3217992,LFA1            ,2000001005098,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005098,3217992,LFA1            ,2000001005098,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005098,3217992,LFA1            ,2000001005098,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005098,3217992,LFA1            ,2000001005098,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005002,3217993,LFA1            ,2000001005002,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005002,3217993,LFA1            ,2000001005002,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1005002,3217993,LFA1            ,2000001005002,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1005002,3217993,LFA1            ,2000001005002,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004960,3217994,LFA1            ,2000001004960,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004960,3217994,LFA1            ,2000001004960,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004960,3217994,LFA1            ,2000001004960,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004960,3217994,LFA1            ,2000001004960,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004808,3217995,LFA1            ,2000001004808,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004808,3217995,LFA1            ,2000001004808,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004808,3217995,LFA1            ,2000001004808,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004808,3217995,LFA1            ,2000001004808,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004755,3217996,LFA1            ,2000001004755,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004755,3217996,LFA1            ,2000001004755,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004755,3217996,LFA1            ,2000001004755,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004755,3217996,LFA1            ,2000001004755,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004649,3217997,LFA1            ,2000001004649,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004649,3217997,LFA1            ,2000001004649,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004649,3217997,LFA1            ,2000001004649,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004649,3217997,LFA1            ,2000001004649,LOEVM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004625,3217998,LFA1            ,2000001004625,SPERR              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
200,KRED           ,1004625,3217998,LFA1            ,2000001004625,SPERQ              ,U               ,1,    ,    ,    ,    ,99,                                 ,                 
200,KRED           ,1004625,3217998,LFA1            ,2000001004625,SPERM              ,U               ,1,    ,    ,    ,    ,X                               ,                                 ,                 
